Id,Name,Family,Genus,Level,LevelRange,Element,Strength,Ether,Dexterity,Agility,Luck,MaxHp,PhyRst,EtherRst,Exp,Gold,Wp,Sp,Enhance1
544,Weirdo Gillick,Humanoid,Driver,36,0,None,443,351,199,11,120,180384,30,10,1668,744,42,18,
545,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
546,Ardainian Snide,Humanoid,Ardainian,39,0,None,224,206,110,6,74,78138,10,-10,218,108,22,10,
547,Ship-Eating Taos,Aerial,Taos,42,0,Wind,254,342,175,3,174,117360,-10,25,355,118,23,10,
548,Ship-Eating Taos,Aerial,Taos,42,0,Wind,254,342,175,3,174,117360,-10,25,355,118,23,10,
549,Brionac Ghost,Humanoid,Brionac,42,0,None,313,288,168,12,130,57213,10,-10,248,118,23,10,
550,Brionac Reys,Humanoid,Brionac,44,0,None,380,361,202,20,165,132829,15,-10,422,251,24,10,
551,Brionac Rados,Titan,Lindwurm,45,0,None,416,447,249,8,101,344358,15,10,477,258,24,11,
552,Vacillus Antol,Insect,Antol,44,0,Earth,437,456,217,4,53,724762,-10,10,2304,942,48,20,
553,Demon Mamongath,Beast,Jagron,43,0,None,410,512,185,26,379,829570,10,15,3700,1525,69,30,
554,NQ2018_ザコエネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
555,Altaer Driver,Humanoid,Driver,47,0,None,380,347,192,13,137,170085,15,5,512,409,25,11,
556,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
557,Howl Sentry,Machine,Sovereign,56,0,Electric,0,0,0,13,0,195225,20,0,111,0,28,12,
558,Vaido Sovereign,Machine,Sovereign,57,0,None,496,572,275,11,508,477040,0,50,1713,777,43,18,
559,Nanda Arachno,Insect,Arachno,50,0,Wind,375,407,230,5,173,700488,-5,15,4700,2208,78,33,
560,Thanatobeast Andraz,Beast,Behemoth,64,0,None,945,819,237,5,66,5610816,30,-10,14020,5020,160,65,
561,Pilum Tirkin,Humanoid,Tirkin,43,0,None,205,186,156,17,100,38515,15,-10,296,122,23,10,
562,Ankl Tirkin,Humanoid,Tirkin,42,0,None,155,141,182,17,117,29666,10,-10,213,59,23,10,
563,Tirkin King,Humanoid,Tirkin,45,0,None,458,416,210,18,136,355290,15,-10,3980,1938,72,33,
564,Blade Bot,Machine,Bot,58,0,Dark,493,564,233,14,258,274421,15,20,761,265,29,12,
565,Dagra Guldo,Humanoid,Guldo,55,0,None,514,493,219,15,162,272916,10,20,1084,206,28,12,
566,Herridot Laia,Aerial,Moramora,55,0,Electric,365,478,223,8,225,235011,-10,30,650,247,28,12,
567,Herridot Laia,Aerial,Moramora,57,0,Electric,377,494,229,8,233,249240,-10,30,685,259,29,12,
568,Herridot Laia,Aerial,Moramora,58,0,Electric,383,502,233,8,236,256494,-10,30,703,265,29,12,
569,King Laia,Aerial,Moramora,60,0,Electric,515,675,312,9,317,352665,-10,30,1497,554,30,12,
570,Herald Unbound,Blade,,61,0,Electric,674,722,238,35,293,921885,30,10,9645,3776,150,65,
571,Gluttonous Pterix,Aerial,Pterix,56,0,Wind,288,555,253,5,175,419733,-15,15,3342,1266,56,24,
572,Ravenous Arachno,Insect,Arachno,58,0,Water,630,504,201,5,86,1855444,20,0,2930,1105,58,24,
573,Voracious Aspar,Beast,Aspar,60,0,Wind,697,752,289,5,639,848847,0,40,7488,3696,90,36,
574,BQ2028_大エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
575,BQ2028_ザコエネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
576,Sarta Garlus,Humanoid,Garlus,43,0,None,399,239,131,19,64,111738,10,15,407,61,23,10,
577,Dobus Ansel,Aerial,Ansel,19,0,None,98,89,94,9,32,22393,0,20,126,37,13,7,
578,Dobus Ansel,Aerial,Ansel,19,0,None,84,64,94,9,32,15995,0,20,126,37,13,7,
579,Exacting Vorden,Humanoid,Driver,36,0,None,279,313,174,10,135,94202,5,20,305,347,21,9,
580,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
581,Laplas Driver,Humanoid,Driver,36,0,None,287,307,159,10,126,96748,10,15,333,372,21,9,
582,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
583,Maanus Driver,Humanoid,Driver,37,0,None,339,350,171,11,149,138320,20,20,374,512,21,9,
584,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
585,BQ3002用ブレイドA,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
586,BQ3003用ブレイドB,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
587,BQ3004用ブレイドC,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
588,Ferocious Jugger,Humanoid,Driver,42,0,None,621,513,271,22,178,256725,20,20,1420,592,46,20,
589,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
590,BQ3002用ブレイドD,Beast,Bunnit,1,0,None,18,12,31,0,14,200,0,0,20,33,4,2,
591,Whirlwind Yew,Humanoid,Driver,44,0,None,437,490,266,13,211,169023,5,20,1536,628,36,15,
592,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
593,Lightning Zuo,Humanoid,Driver,44,0,None,450,481,245,13,198,173591,10,15,1536,628,36,15,
594,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
595,BQ3003用エネミー,Aquatic,Urchon,1,0,Fire,36,24,28,2,18,2070,40,15,20,33,4,2,
596,,Aquatic,Aligo,1,0,Water,25,24,29,1,9,2320,20,-10,20,33,4,2,
597,,Aquatic,Squood,1,0,Wind,48,39,37,1,18,5040,0,30,20,33,4,2,
598,Patriotic Gavyth,Humanoid,Driver,58,0,None,728,601,307,29,209,376467,20,20,879,663,29,12,
600,Ambush Hassic,Humanoid,Ardainian,58,0,None,424,389,220,16,176,96805,10,-10,3516,1326,58,24,
601,Ardainian Skatt,Humanoid,Ardainian,56,0,None,315,290,164,14,131,70281,10,-10,389,168,28,12,
602,Veteran Saffran,Humanoid,Ardainian,61,0,None,518,492,283,29,208,971352,15,-10,7716,2832,90,39,
603,Loyal Celdros,Beast,Ardainian,59,0,None,442,335,213,2,108,655347,5,-10,3630,1356,60,24,
604,Juppen Krabble,Aquatic,Krabble,9,0,Water,52,44,42,2,25,3348,15,0,41,20,8,5,
605,"SQ,0003RapchorSmall",Beast,Skwaror,1,0,None,28,24,34,0,14,1180,-10,15,20,33,4,2,
606,Infant Ardun,Beast,Armu,1,0,None,20,15,22,0,7,1325,10,-10,10,0,4,2,
607,Young Ardun,Beast,Ardun,20,0,None,173,100,65,12,25,63367,15,-15,187,65,26,14,
608,Youthful Ardun,Beast,Ardun,40,0,None,379,220,109,21,48,226050,15,-15,978,280,66,30,
609,Adult Ardun,Beast,Ardun,60,0,None,639,372,176,32,81,503182,15,-15,3744,924,120,48,
610,Ominous Ardun,Beast,Ardun,80,0,None,951,553,256,42,121,921765,15,-15,12216,2680,185,75,
611,Relentless Arduran,Beast,Ories,99,0,None,1182,1326,449,70,486,8507616,20,50,35376,7104,264,102,
612,Relentless Armatan,Beast,Bunnit,99,0,None,545,604,336,3,259,354484,0,0,1474,888,44,17,
613,Gluttonous Marrin,Aquatic,Serprond,39,0,Wind,334,425,160,7,179,263354,0,40,1872,680,22,10,
614,,Blade,Blade,1,0,None,30,30,31,0,14,1000,0,0,0,0,0,0,
615,,Blade,Blade,1,0,None,30,30,31,0,14,1000,0,0,0,0,0,0,
616,Mikhail,Humanoid,,1,0,None,30,30,31,0,14,3000,0,0,20,33,4,2,
617,ウルス,Insect,Plambus,1,0,Wind,33,33,33,1,12,2170,25,10,20,33,4,2,
618,Akhos,Humanoid,,1,0,Electric,25,33,40,2,19,3000,10,30,20,33,4,2,
619,Patroka,Humanoid,,1,0,None,30,30,31,3,14,3000,0,0,20,33,4,2,
620,Patroka,Humanoid,,1,0,None,30,30,31,3,14,3000,0,0,20,33,4,2,
621,Mikhail,Humanoid,,1,0,Dark,29,29,33,2,16,4800,20,20,20,33,4,2,
622,ウルス,Titan,Indol,1,0,None,45,36,32,2,16,4000,30,15,20,33,4,2,
623,Indoline Star,Titan,Indol,1,0,None,33,42,40,3,18,3200,10,30,20,33,4,2,
624,バニット（仮）,Beast,Bunnit,1,0,None,18,18,31,0,14,400,0,0,20,33,4,2,
625,Volff (prov),Beast,Volff,1,0,Water,15,12,31,0,14,1500,0,0,20,33,4,2,
626,ウルス,Beast,Buloofo,1,0,None,30,30,18,0,14,8000,0,0,20,33,4,2,
627,,Aquatic,Aligo,1,0,None,60,54,15,3,14,20000,0,30,20,33,4,2,
628,Exacting Vorden,Humanoid,Driver,5,0,Fire,30,45,46,3,26,2160,0,15,36,48,5,4,
629,BQ3002用ブレイドA,Humanoid,Driver,5,0,Fire,30,45,46,3,26,2160,0,15,36,48,5,4,
630,King Crustip,Aquatic,Crustip,3,0,Water,39,37,35,1,8,3720,20,0,25,12,4,3,
631,Lethal Lysaat,Aquatic,Lysaat,2,0,Water,29,32,29,1,5,1830,10,-30,12,7,4,3,
632,Bubble Medooz,Aerial,Medooz,2,0,Water,17,41,30,1,11,1695,0,50,12,7,4,3,
633,Rankor Krabble,Aquatic,Krabble,2,0,Water,32,28,29,1,5,1695,15,-10,14,7,4,3,
634,Dockle Pagul,Aquatic,Pagul,3,0,Water,41,36,42,1,8,2600,25,0,30,12,4,3,
635,Little Bunnit,Beast,Bunnit,6,2,None,34,46,54,0,19,1190,0,0,20,10,6,4,
636,Wood Bunnit,Beast,Bunnit,15,2,None,141,99,77,0,28,15964,0,0,54,20,11,6,
637,Clap Bunnit,Beast,Bunnit,5,2,None,34,22,32,0,7,750,0,-10,18,9,5,4,
638,Ruffian Bunnit,Beast,Bunnit,69,2,None,468,395,244,2,127,228284,0,-10,478,110,33,14,
639,Red Volff,Beast,Volff,6,2,None,39,35,41,0,9,4172,5,-10,28,10,6,4,
640,Young Volff,Beast,Volff,2,1,None,15,10,24,0,4,262,5,-10,7,0,4,3,
641,Leo Feris,Beast,Feris,7,2,None,57,42,45,9,12,7888,5,-10,39,17,7,4,
642,Young Feris,Beast,Feris,3,1,None,27,16,27,5,6,500,5,-10,8,0,4,3,
643,Field Armu,Beast,Armu,6,2,None,54,42,36,0,19,6492,10,-10,48,15,6,4,
644,Young Armu,Beast,Armu,2,1,None,22,9,23,3,6,712,10,-10,7,0,4,3,
645,Field Ardun,Beast,Ardun,8,2,None,82,48,39,7,12,10815,15,-15,72,18,7,4,
646,Spring Eks,Beast,Eks,6,2,None,41,46,42,0,20,5180,10,0,32,15,6,4,
647,Young Eks,Beast,Eks,3,1,None,24,27,31,0,13,520,10,0,8,0,4,3,
648,Winter Eks,Beast,Eks,8,2,None,52,70,66,0,58,8075,10,15,43,18,7,4,
649,Drum Gogol,Beast,Gogol,11,2,None,77,65,56,0,41,16380,10,-10,66,30,9,5,
650,Nose Gogol,Beast,Gogol,14,2,None,108,72,65,1,52,27417,15,-15,103,47,10,6,
651,Crimson Flamii,Beast,Flamii,9,2,None,57,59,59,0,32,3620,-10,15,31,13,8,5,
652,Blue Flamii,Beast,Flamii,10,2,None,56,76,60,0,27,4617,-10,10,33,14,8,5,
653,Glaw Garaffa,Aquatic,Garaffa,5,2,None,43,40,28,0,14,2520,-10,30,36,14,5,4,
654,Leaf Camill,Beast,Camill,7,2,None,70,43,48,7,11,8636,10,-10,44,22,7,4,
655,Gorian Buloofo,Beast,Buloofo,8,2,None,76,25,40,0,8,4449,30,15,57,18,7,4,
656,Goliath Brog,Aquatic,Brog,42,2,Water,280,244,134,3,60,166260,15,10,390,88,23,10,
657,Bobbile Brog,Aquatic,Brog,22,2,Ice,133,144,91,1,72,50112,15,20,172,43,14,7,
658,Serpentine Lizard,Aquatic,Lizard,4,2,Earth,30,30,35,5,20,500,0,-10,16,8,5,3,
659,Ancient Sauros,Beast,Sauros,90,2,Earth,873,577,258,6,183,1300950,30,-10,10064,2340,123,48,
660,Messar Taos,Aerial,Taos,74,2,Wind,434,584,283,5,299,298224,-10,25,893,241,35,14,
661,Sandl Rapchor,Beast,Rapchor,33,2,None,237,266,111,3,121,71466,-10,40,175,44,19,9,
662,Sandl Runner,Beast,Rapchor,34,2,None,243,273,114,3,125,74949,-10,40,181,46,20,9,
663,Meldl Skwaror,Beast,Skwaror,25,2,None,152,133,107,2,99,33606,-10,15,121,33,16,8,
664,Pawn Arachno,Insect,Arachno,5,1,Earth,25,30,40,1,8,480,0,10,21,9,5,4,
665,Rook Arachno,Insect,Arachno,71,2,Wind,374,406,238,6,161,208602,-5,15,584,114,34,14,
666,Queen Arachno,Insect,Arachno,73,2,Water,605,484,205,7,107,605176,20,0,4370,889,70,28,
667,Crawler Caterpile,Insect,Caterpile,5,2,Water,33,29,37,1,8,621,20,0,21,9,5,4,
668,Climber Crustip,Aquatic,Crustip,12,2,Water,78,74,60,2,21,15252,20,0,69,24,9,5,
669,Ligar Rhogul,Aerial,Rhogul,16,2,None,132,88,71,3,46,16052,20,-10,115,31,12,6,
670,Ruga Quadwing,Aerial,Quadwing,13,2,None,83,105,78,2,40,19873,-10,10,73,44,10,5,
671,Night Ruga Quadwing,Aerial,Quadwing,13,2,None,108,137,101,3,52,25834,-10,10,73,44,10,5,
672,Liar Vang,Aerial,Vang,24,2,Wind,109,144,92,4,68,28814,-15,20,81,31,15,7,
673,Yellow Skeeter,Aerial,Skeeter,23,2,Fire,90,132,88,4,66,21431,-10,15,92,60,15,7,
674,Bright Flier,Aerial,Flier,4,1,Wind,25,40,29,4,12,500,0,30,16,13,5,3,
675,Rock Krabble,Aquatic,Krabble,5,2,Water,39,26,29,2,8,720,10,-10,21,9,5,4,
676,Jewel Krabble,Aquatic,Krabble,39,2,Water,267,228,124,7,99,97672,15,0,218,136,22,10,
677,Emerald Piranhax,Aquatic,Piranhax,39,2,Water,261,218,126,7,48,83202,15,-10,187,54,22,10,
678,King Piranhax,Aquatic,Piranhax,72,2,Water,520,368,207,11,177,280805,15,-10,512,116,34,14,
679,Grass Kapiba,Beast,Kapiba,10,2,None,65,66,59,3,38,8524,10,-10,33,14,8,5,
680,Lance Tirkin,Humanoid,Tirkin,13,2,None,102,92,68,7,34,7735,15,-10,65,35,10,5,
681,Shield Tirkin,Humanoid,Tirkin,15,2,None,107,62,64,8,23,13508,25,-10,63,30,11,6,
682,High Shield Tirkin,Humanoid,Tirkin,40,2,None,255,149,128,16,57,66308,25,-10,391,140,22,10,
683,Arrow Tirkin,Humanoid,Tirkin,14,2,None,83,76,83,8,44,7072,10,-10,51,18,10,6,
684,High Arrow Tirkin,Humanoid,Tirkin,39,2,None,206,188,172,16,109,37622,10,-10,280,108,22,10,
685,Shadow Scout,Humanoid,Tirkin,14,2,None,83,76,83,8,44,7072,10,-10,51,18,10,6,
686,Supporter Tirkin,Humanoid,Tirkin,38,2,None,273,243,135,16,127,70094,0,30,298,132,21,10,
687,Mia Pippito,Beast,Pippito,11,2,None,55,146,82,4,68,3780,0,0,180,231,13,7,
688,Skeeter Nest,Insect,Skeeter,22,2,Wind,0,0,0,6,0,5104,10,-10,28,0,14,7,
689,Small Brog,Aquatic,Brog,5,2,Water,41,36,30,0,8,1020,5,10,32,14,5,4,
690,Prom Piranhax,Aquatic,Piranhax,19,2,Water,110,92,75,4,25,21022,15,-10,92,24,13,7,
691,Mahi Pippito,Beast,Pippito,38,2,None,262,694,245,10,263,48718,0,0,1192,1056,31,15,
692,Gravur Lizard,Aquatic,Lizard,40,2,Earth,331,295,200,21,130,147912,10,-10,326,112,22,10,
693,Hard Krabble,Aquatic,Krabble,37,2,Water,331,286,151,7,54,97688,15,-10,345,102,21,9,
694,Blood Vang,Aerial,Vang,70,2,Wind,480,631,280,10,241,264794,-15,20,816,224,34,14,
695,Sweet Flier,Aerial,Flier,21,2,Wind,144,273,100,11,125,25877,-20,30,134,54,14,7,
696,Ground Caterpile,Insect,Caterpile,24,2,Water,214,234,109,3,56,68500,20,0,195,63,15,7,
697,Hungry Feris,Beast,Feris,35,2,None,350,257,153,27,62,183523,5,-10,484,144,20,9,
698,,Beast,Ardainian,36,0,None,169,112,129,1,138,31825,0,0,0,0,0,0,
699,Mayne Driver,Humanoid,Driver,12,0,None,89,77,76,5,46,12628,10,5,84,114,9,5,
701,Volkas Driver,Humanoid,Driver,15,0,None,110,85,83,5,49,19770,15,0,109,150,11,6,
703,Denes Driver,Humanoid,Driver,16,0,None,116,92,86,6,44,26170,30,10,124,212,12,6,
705,Sad Bernard,Beast,Feris,12,0,None,117,86,64,12,20,59450,5,-10,184,73,18,10,
706,Moonlighting Elwyn,Beast,Bunnit,8,0,None,95,66,61,0,19,13390,0,0,86,37,14,8,
707,Territorial Rotbart,Beast,Gogol,81,0,None,1001,583,274,46,286,3041640,15,-15,3751,1021,76,30,
708,Immovable Gonzalez,Beast,Gogol,90,0,None,829,806,293,43,303,4058964,10,-10,4151,936,82,32,
709,Acute Melvyn,Humanoid,Tirkin,25,0,None,321,292,154,12,73,138840,15,-10,415,198,32,16,
710,Venal Montgomery,Aquatic,Brog,45,0,Water,387,338,155,27,70,929220,15,10,1313,290,48,22,
711,Sniping Brent,Aerial,Rhogul,18,0,None,291,218,116,4,77,97812,20,-10,381,106,24,12,
712,Insectivore Malcom,Aerial,Vang,75,0,Wind,513,674,252,11,217,915192,-15,20,1368,369,72,28,
713,Supercharged Alfonso,Aquatic,Garaffa,20,0,None,169,221,62,17,87,238560,-10,30,375,117,26,14,
714,Reeking Douglas,Beast,Rapchor,104,0,None,1406,1103,458,91,401,2586824,-10,40,5579,948,92,36,
715,Anguished Solomon,Aquatic,Piranhax,28,0,Water,251,210,108,6,39,196190,15,-10,606,186,34,16,
716,Margl Krabble,Aquatic,Krabble,4,1,Ice,29,32,35,1,17,2450,15,0,22,22,5,3,
717,Troog Lysaat,Aquatic,Lysaat,4,1,Water,28,31,33,1,8,2135,10,-30,16,8,5,3,
718,Yardl Krabble,Aquatic,Krabble,4,1,Ice,28,31,34,1,8,2065,15,-10,19,8,5,3,
719,Sabri Crustip,Aquatic,Crustip,6,1,Water,35,28,43,1,12,3255,20,0,36,15,6,4,
720,Jumbri Aligo,Aquatic,Aligo,16,4,Water,115,110,68,3,46,39788,20,-10,124,31,12,6,
721,Dettl Pagul,Aquatic,Pagul,34,4,Water,276,225,142,6,52,106323,25,0,207,69,20,9,
722,Ledro Urchon,Aquatic,Urchon,36,4,Water,310,250,123,9,45,114570,40,10,361,99,21,9,
723,Crane Serprond,Aquatic,Serprond,40,4,Water,283,278,138,7,121,253176,0,25,1630,560,33,15,
724,Crawler Caterpile,Insect,Caterpile,3,1,Water,36,40,32,1,9,600,20,0,8,8,2,1,
725,Crawler Caterpile,Insect,Caterpile,3,1,Water,36,40,32,1,9,3160,20,0,8,8,2,1,
726,Anagra Riik,Beast,Riik,3,1,None,38,48,26,0,7,3660,25,-10,8,8,2,1,
727,Mia Pippito,Beast,Pippito,3,1,None,29,79,51,2,29,1080,0,0,28,40,2,1,
728,Dont Rhogul,Aerial,Rhogul,22,0,None,217,199,117,3,79,52200,30,-10,201,57,14,7,
729,Sweeper Lysaat,Aquatic,Lysaat,7,2,Water,46,51,41,1,11,4148,10,-30,22,11,7,4,
730,Float Medooz,Aerial,Medooz,7,2,Water,35,81,42,2,22,4802,0,50,22,11,7,4,
731,Ardainian Fighter,Titan,Ardainian,13,0,None,92,96,73,3,41,31892,15,10,98,70,10,5,
732,Ardainian Rott,Beast,Ardainian,9,2,None,33,29,58,0,26,5251,5,-10,41,13,8,5,
733,Ardainian Soldier,Humanoid,Ardainian,9,1,None,32,29,47,4,26,1841,10,-10,36,26,8,5,
734,Haaken Scout,Humanoid,Ardainian,9,1,None,32,29,47,4,26,1841,10,-10,36,26,8,5,
735,Ardainian Sergeant,Humanoid,Ardainian,11,1,None,40,38,56,7,34,5197,15,-10,66,61,9,5,
736,Nitpicking Beru,Humanoid,Driver,27,0,None,330,287,141,9,101,283360,10,5,633,375,34,16,
738,Remorseful Vaclav,Humanoid,Ardainian,14,0,None,127,121,70,9,46,58752,15,-10,283,225,20,12,
739,River Bunnit,Beast,Bunnit,17,2,None,118,104,83,0,35,23560,0,-10,50,22,12,6,
740,Nairoo Bunnit,Beast,Bunnit,18,2,None,136,115,86,0,37,25916,0,-10,63,23,12,6,
741,Rip Volff,Beast,Volff,20,2,None,123,113,77,1,24,37026,5,-10,87,26,13,7,
742,Young Volff,Beast,Volff,9,2,None,64,59,48,0,12,9238,5,-10,15,0,8,5,
743,Dalya Armu,Beast,Armu,18,2,None,147,115,63,1,44,55385,10,-10,127,35,12,6,
744,Massido Ardun,Beast,Ardun,19,2,None,195,113,63,12,24,68550,15,-15,172,37,13,7,
745,Limdo Flamii,Beast,Flamii,17,2,None,118,123,85,1,54,27550,-10,15,60,22,12,6,
746,Rebra Flamii,Beast,Flamii,18,2,None,112,152,85,1,44,32186,-10,10,63,23,12,6,
747,Mailoo Garaffa,Aquatic,Camill,19,2,None,131,176,77,1,93,51184,-15,40,115,37,13,7,
748,Tomlok Anlood,Beast,Anlood,19,2,None,131,92,90,1,48,33589,0,0,80,24,13,7,
749,Graze Ellook,Beast,Ellook,74,2,Ice,612,501,217,45,184,300295,0,30,1071,906,35,14,
750,Doryu Riik,Beast,Riik,22,2,None,159,199,64,1,30,53070,25,-10,115,28,14,7,
751,Poison Brog,Aquatic,Brog,23,2,Earth,206,135,91,2,41,85974,25,0,184,45,15,7,
752,Bobbile Brog,Aquatic,Brog,20,2,Ice,153,167,85,1,66,53676,15,20,150,52,13,7,
753,Nuruba Upa,Aquatic,Upa,21,2,Water,128,160,83,2,81,32280,-10,15,67,27,14,7,
754,Nefto Lizard,Aquatic,Lizard,17,2,Earth,118,105,83,10,46,28690,10,-10,50,22,12,6,
755,Karlin Skwaror,Beast,Rapchor,23,2,None,171,191,85,2,88,40183,-10,40,107,30,15,7,
756,Melz Runner,Beast,Rapchor,24,2,None,178,199,88,2,91,43021,-10,40,114,31,15,7,
757,Martz Parisax,Insect,Parisax,32,2,Water,187,212,105,3,108,68047,-10,15,144,43,19,9,
758,Hazzard Parisax,Insect,Parisax,61,2,Water,342,388,177,6,198,193371,-10,15,771,188,30,13,
759,Krim Crustip,Aquatic,Crustip,20,2,Water,187,136,92,2,77,50197,30,-10,112,39,13,7,
760,Flanck Lysaat,Aquatic,Lysaat,18,2,Earth,130,167,88,2,77,29678,5,20,63,23,12,6,
761,Sprack Parisax,Insect,Parisax,35,2,Wind,258,280,138,4,103,178899,-10,20,349,120,20,9,
762,Burrig Parisax,Insect,Parisax,63,2,Wind,448,486,225,7,179,464961,-10,20,1773,492,46,19,
763,Gronta Gyanna,Insect,Gyanna,21,2,Electric,146,201,76,3,54,41964,0,15,134,41,14,7,
764,Strom Gyanna,Insect,Gyanna,47,2,Electric,304,419,140,6,112,152490,0,15,854,204,25,11,
765,Zike Ansel,Aerial,Ansel,22,2,None,159,144,103,10,36,40600,0,20,158,43,14,7,
766,Amari Vang,Aerial,Vang,17,2,Ice,102,156,69,3,23,21850,-10,10,50,22,12,6,
767,Water Hiln,Aerial,Hiln,20,2,None,145,113,75,3,67,43239,0,10,75,26,13,7,
768,Illumi Skeeter,Aerial,Skeeter,37,2,Wind,197,240,145,5,117,62510,-10,15,172,102,21,9,
769,Sugar Wisp,Aerial,Wisp,20,2,Water,133,116,77,9,26,24850,-10,20,75,52,13,7,
770,Manda Moramora,Aerial,Moramora,20,2,Wind,177,143,93,3,59,50197,20,-10,150,78,13,7,
771,Rivarl Lexos,Aerial,Lexos,39,2,Water,279,376,132,6,93,260460,0,20,1560,544,22,10,
772,Peri Puffot,Aerial,Puffot,21,2,None,139,132,79,4,56,34701,-10,10,80,27,14,7,
773,Cobalt Krabble,Aquatic,Krabble,18,2,Water,133,115,69,4,22,23617,15,-10,63,23,12,6,
774,Rebul Krabble,Aquatic,Krabble,18,2,Ice,126,136,71,4,51,29260,15,0,74,59,12,6,
775,Prom Piranhax,Aquatic,Piranhax,20,2,Water,143,120,77,4,26,28577,15,-10,75,26,13,7,
776,King Piranhax,Aquatic,Piranhax,72,2,Water,520,368,207,11,177,280805,15,-10,512,116,34,14,
777,Pugli Grady,Aquatic,Grady,34,2,Water,203,294,114,14,99,59262,-10,15,155,69,20,9,
778,Smart Aligo,Aquatic,Aligo,20,2,Water,140,133,78,4,56,57651,20,-10,162,39,13,7,
779,Mordow Blant,Aquatic,Squood,21,2,Water,146,219,83,5,51,59987,-10,15,147,54,14,7,
780,Wall Igna,Humanoid,Igna,20,2,None,115,101,76,10,27,14723,20,0,75,26,13,7,
781,Duel Igna,Humanoid,Igna,19,2,None,134,105,90,10,55,11310,10,0,80,37,13,7,
782,Whispering Igna,Humanoid,Igna,19,2,None,134,105,90,10,55,11310,10,0,80,37,13,7,
783,Archer Igna,Humanoid,Igna,18,2,None,102,141,102,10,57,9561,10,0,53,23,12,6,
784,Boss Igna,Humanoid,Igna,22,1,None,182,161,90,11,32,24940,25,10,129,86,14,7,
785,Shralk Igna,Humanoid,Igna,75,2,None,541,434,212,30,104,171598,20,0,729,123,36,14,
786,Shungle Igna,Humanoid,Igna,74,2,None,623,490,259,30,193,136686,10,0,803,181,35,14,
787,Snide Igna,Humanoid,Igna,76,2,None,639,502,265,30,198,142989,10,0,837,187,36,14,
788,Razor Scout,Humanoid,Igna,74,2,None,501,690,306,30,212,126331,10,0,625,120,35,14,
789,Telen Igna,Humanoid,Igna,75,2,None,688,733,188,31,302,233035,10,25,1003,246,36,14,
790,Gazzam Igna,Humanoid,Igna,77,2,None,583,514,244,30,104,190490,25,10,1045,254,36,15,
791,Faros Igna,Humanoid,Igna,78,2,None,691,480,232,15,200,706368,25,0,1746,518,37,15,
792,Nomad Rhinon,Beast,Rhinon,23,2,None,210,146,83,5,55,97188,25,0,231,45,15,7,
793,Leap Pippito,Beast,Pippito,21,2,None,118,313,121,6,119,14526,0,0,402,411,21,10,
794,Breed Egg,Insect,Parisax,62,2,Fire,0,0,0,14,0,27720,-10,10,132,0,31,13,
795,Femni Nest,Insect,Skeeter,38,2,Wind,0,0,0,9,0,15268,10,-10,59,0,21,10,
796,Dayvol Symbol,Symbol,Igna,75,2,None,0,0,0,0,0,31777,0,0,182,0,36,14,
797,Spike Urchon,Aquatic,Urchon,35,2,Water,302,244,120,9,44,109530,40,10,349,96,20,9,
798,Pride Driver,Humanoid,Driver,95,0,None,700,785,398,24,339,469678,5,20,3031,2352,43,17,
800,Wrath Driver,Humanoid,Driver,97,0,None,737,788,372,24,324,500080,10,15,3422,2592,43,17,
802,Sloth Driver,Humanoid,Driver,96,0,None,837,866,387,25,369,672152,20,20,3645,3408,43,17,
804,Menes Driver,Humanoid,Driver,23,0,None,153,163,115,7,84,37878,10,15,184,226,15,7,
806,Gottarm Driver,Humanoid,Driver,22,0,None,148,153,117,7,93,42224,20,20,187,288,14,7,
808,Implacable Dylan,Beast,Riik,23,0,None,248,268,73,17,35,228018,25,-10,369,90,30,14,
809,Vampire Bride Marion,Insect,Parisax,65,0,Wind,601,652,255,8,203,1959216,-10,20,3240,768,64,26,
810,Cunning Saggie,Beast,Skwaror,24,0,None,313,225,116,20,104,177088,-10,15,342,94,30,14,
811,Demon King Gilbert,Humanoid,Igna,80,0,None,1176,858,381,35,283,957217,20,15,3664,134,74,30,
812,Martial Kamron,Humanoid,Driver,23,0,None,191,208,138,8,99,138306,5,20,508,634,30,14,
814,Soothsayer Gerald,Beast,Ellook,78,0,Ice,966,791,249,52,213,2626240,0,30,3492,1555,74,30,
