Blade ID,Blade Name,Skill,Type,Col,Row,Level,Idea Category,Idea Points,Condition,Count,Result
1032,Sheba,Economicanimal,Battle Skill,5,4,4,Bravery,500,"Spend money in a shop.
(Money spent previously counts
toward total.)",2000000,"Spending money on girls is the highest
calling, in our opinion."
1032,Sheba,Economicanimal,Battle Skill,5,5,5,Bravery,800,"Spend money in a shop.
(Money spent previously counts
toward total.)",2500000,"Spend as much as you want,
so long as it is on women."
1032,Sheba,Entitled Entourage,Battle Skill,6,1,1,,,,,
1032,Sheba,Entitled Entourage,Battle Skill,6,2,2,Compassion,200,"Sell items and earn money.
(Previous instances count toward total.)",40000,Sell what you don't need. Money talks.
1032,Sheba,Entitled Entourage,Battle Skill,6,3,3,Compassion,300,"Sell items and earn money.
(Previous instances count toward total.)",120000,"Lavish tea parties require much funds.
I trust I need say no more...?"
1032,Sheba,Entitled Entourage,Battle Skill,6,4,4,Compassion,500,"Sell items and earn money.
(Previous instances count toward total.)",240000,"We will remind you, there is no such
thing as too much money, when it is
to be spent on women."
1032,Sheba,Entitled Entourage,Battle Skill,6,5,5,Compassion,800,"Sell items and earn money.
(Previous instances count toward total.)",400000,"This power we wield to protect the
fairer sex."
1032,Sheba,Financial Settlement,Battle Skill,7,1,1,,,,,
1032,Sheba,Financial Settlement,Battle Skill,7,2,2,Justice,200,"Collect Gormotti Honeytea. (Currently
held items count toward required total.)",10,"We find tea parties extremely satisfying.
Don't you?"
1032,Sheba,Financial Settlement,Battle Skill,7,3,3,Justice,300,"Collect Jenerossi Tea. (Currently held 
items count toward required total.)",10,"You may contribute many and
varied teas. No need to be shy."
1032,Sheba,Financial Settlement,Battle Skill,7,4,4,Justice,500,"Collect Indoline Tea. (Currently held 
items count toward required total.)",10,"We do not only require tea.
Nibbles are also desirable..."
1032,Sheba,Financial Settlement,Battle Skill,7,5,5,Justice,800,"Collect Armu Milk Earl Grey. (Currently 
held items count toward required total.)",10,"We shall bring the appeal to the masses
by holding the ultimate tea party."
1032,Sheba,Girls' Talk,Field Skill,8,1,1,,,,,
1032,Sheba,Girls' Talk,Field Skill,8,2,,,,,,
1032,Sheba,Girls' Talk,Field Skill,8,3,2,Bravery,300,Talk to women.,30,"We enjoy talking to girls most of all.
In fact, we wish to do so right now."
1032,Sheba,Girls' Talk,Field Skill,8,4,3,Bravery,500,Talk to women.,40,"Surely you too are most curious
to hear what we have to say?"
1032,Sheba,Girls' Talk,Field Skill,8,5,,,,,,
1032,Sheba,Lockpicking,Field Skill,9,1,1,,,,,
1032,Sheba,Lockpicking,Field Skill,9,2,,,,,,
1032,Sheba,Lockpicking,Field Skill,9,3,2,Bravery,300,"In Argentum, view the Heart-to-Heart
""Sheba's Dream"".",,"No matter how perilous the journey,
we will persevere till its end."
1032,Sheba,Lockpicking,Field Skill,9,4,,,,,,
1032,Sheba,Lockpicking,Field Skill,9,5,3,Bravery,800,Increase Trust.,9800,"Do you wish to join our entourage, too?"
1032,Sheba,Eye for Beauty,Field Skill,10,1,1,,,,,
1032,Sheba,Eye for Beauty,Field Skill,10,2,,,,,,
1032,Sheba,Eye for Beauty,Field Skill,10,3,2,Justice,300,"Resonate with a Core Crystal
and awaken a female Blade.",7,Femininity is the font of all cheer.
1032,Sheba,Eye for Beauty,Field Skill,10,4,,,,,,
1032,Sheba,Eye for Beauty,Field Skill,10,5,3,Justice,800,"Resonate with a Core Crystal
and awaken a female Blade.",12,"We have added another member
to our entourage. Jealous?"
1033,Vess,,Key,1,1,1,,,,,
1033,Vess,,Key,1,2,2,Compassion,200,Increase Trust.,100,I'm still good to keep up the hard work!
1033,Vess,,Key,1,3,3,Compassion,300,Increase Trust.,1300,Have you noticed all my hard work?
1033,Vess,,Key,1,4,4,Compassion,500,Increase Trust.,3800,All my hard work is paying off!
1033,Vess,,Key,1,5,5,Compassion,800,Increase Trust.,9800,"For you, I feel motivated to work
as hard as I can!"
1033,Vess,Healing Bolt,Special,2,1,1,,,,,
1033,Vess,Healing Bolt,Special,2,2,2,Compassion,200,Collect an HP Potion.,10,Leave the healing to me!
1033,Vess,Healing Bolt,Special,2,3,3,Compassion,300,Use Healing Bolt.,11,"How was I? I thought I did
quite well there."
1033,Vess,Healing Bolt,Special,2,4,4,Compassion,500,Use Healing Bolt.,12,"I'm a little tired, how about you?
Maybe we should take a break
and have some dumplings."
1033,Vess,Healing Bolt,Special,2,5,5,Compassion,800,Perform a Blade Combo.,12,"Dumplings taste extra delicious
after a hard battle. They really
calm down your whole spirit."
1033,Vess,Ball Lightning,Special,3,1,1,,,,,
1033,Vess,Ball Lightning,Special,3,2,2,Compassion,200,Use Ball Lightning.,7,"I think my throwing skills are improving!
I'm not just imagining it, am I?"
1033,Vess,Ball Lightning,Special,3,3,3,Compassion,300,Collect an HP Potion.,15,"Healing is important!
You mustn't push yourself too hard."
1033,Vess,Ball Lightning,Special,3,4,4,Compassion,500,"Defeat a Clabor Rodonya
at the Cliffs of Morytha.",5,"It's always good to work on the
things we have trouble with!"
1033,Vess,Ball Lightning,Special,3,5,5,Compassion,800,Use Ball Lightning.,10,"I'm getting more powerful...
Just look at what I can do!"
1033,Vess,Thunderstrike,Special,4,1,1,,,,,
1033,Vess,Thunderstrike,Special,4,2,2,Compassion,200,Use Thunderstrike.,5,"The ball is my friend.
Do you want to be friends too?"
1033,Vess,Thunderstrike,Special,4,3,3,Compassion,300,Defeat a Ruchik Kapiba in Leftheria.,5,"Such a tricky opponent...
I'm not very good with fights like this."
1033,Vess,Thunderstrike,Special,4,4,4,Compassion,500,Collect an HP Potion.,20,"Power up time!
I'm stronger than before."
1033,Vess,Thunderstrike,Special,4,5,5,Compassion,800,"Defeat Crimson Derrick
at the Cliffs of Morytha.",1,"That's a victory for me!
What do you think? Aren't I amazing?"
1033,Vess,Space-Tea-Time,Battle Skill,5,1,1,,,,,
1033,Vess,Space-Tea-Time,Battle Skill,5,2,2,Compassion,200,Swim a lot.,250,"There's something so calming about
the Cloud Sea...it feels lovely to just
bob around on the surface."
1033,Vess,Space-Tea-Time,Battle Skill,5,3,3,Compassion,300,Perform a Blade Combo.,7,"Let me show you my lightning power.
I hope you're ready for this!"
1033,Vess,Space-Tea-Time,Battle Skill,5,4,4,Compassion,500,"Speak to Vess at the inn in Gormott to
view the Heart-to-Heart ""Reunion"".",,"Thank you for taking me there. It was
a lovely trip down Memory Lane..."
1033,Vess,Space-Tea-Time,Battle Skill,5,5,5,Compassion,800,Collect an HP Potion.,30,I'll do my best to support you!
1033,Vess,Sympathy,Battle Skill,6,1,1,,,,,
1033,Vess,Sympathy,Battle Skill,6,2,2,Compassion,200,Raise Affinity in combat.,2,"Is this what it means to have
perfect synergy?"
1033,Vess,Sympathy,Battle Skill,6,3,3,Compassion,300,Use a Chain Attack.,4,We all worked as a great team there!
1033,Vess,Sympathy,Battle Skill,6,4,4,Compassion,500,Perform a Blade Combo.,10,Let me show you my power.
1033,Vess,Sympathy,Battle Skill,6,5,5,Compassion,800,Raise Affinity in combat.,7,We work so well together!
1033,Vess,Not Part of the Plan,Battle Skill,7,1,1,Compassion,100,Raise Affinity in combat.,3,I've gained more power!
1033,Vess,Not Part of the Plan,Battle Skill,7,2,2,Compassion,200,Use a Chain Attack.,2,Even I can get serious when I need to!
1033,Vess,Not Part of the Plan,Battle Skill,7,3,3,Compassion,300,Raise Affinity in combat.,5,"I'll have to make you some
tasty dumplings sometime."
1033,Vess,Not Part of the Plan,Battle Skill,7,4,4,Compassion,500,Use a Chain Attack.,5,We make such a good team!
1033,Vess,Not Part of the Plan,Battle Skill,7,5,5,Compassion,800,Perform a Blade Combo.,12,"Time for the decisive blow.
Thunder, hear my call!"
1033,Vess,Forestry,Field Skill,8,1,1,Truth,100,"Acquire Tree items from
the Collectible list.",5,"I think I might have learned a thing or
two...? Maybe? I'm not too sure..."
1033,Vess,Forestry,Field Skill,8,2,,,,,,
1033,Vess,Forestry,Field Skill,8,3,2,Truth,300,"Acquire Tree items from
the Collectibles list.",25,"I feel like I understand the
forest a little better now."
1033,Vess,Forestry,Field Skill,8,4,3,Truth,500,"Acquire Tree items from
the Collectibles list.",27,"I feel like I really understand
the forest now!"
1033,Vess,Forestry,Field Skill,8,5,,,,,,
1033,Vess,Fortitude,Field Skill,9,1,1,,,,,
1033,Vess,Fortitude,Field Skill,9,2,,,,,,
1033,Vess,Fortitude,Field Skill,9,3,2,Compassion,300,Speak to an Ardainian.,30,"What is this feeling?
I had a strangely nostalgic
sensation for a moment."
1033,Vess,Fortitude,Field Skill,9,4,3,Compassion,500,Speak to an Ardainian.,40,"Why is it that I almost feel
I know some of these people?"
1033,Vess,Fortitude,Field Skill,9,5,,,,,,
1033,Vess,Dumpling Pro,Field Skill,10,1,1,,,,,
1033,Vess,Dumpling Pro,Field Skill,10,2,2,Truth,200,"Make dumplings in Torigoth, Gormott.
(Previous instances count toward total.)",10,"Hee hee!
My dumplings are tastier now!"
1033,Vess,Dumpling Pro,Field Skill,10,3,3,Truth,300,"Make dumplings in Torigoth, Gormott.
(Previous instances count toward total.)",25,"Hee hee!
My dumplings are even tastier now!"
1033,Vess,Dumpling Pro,Field Skill,10,4,4,Truth,500,"Make dumplings in Torigoth, Gormott.
(Previous instances count toward total.)",50,"Hee hee!
My dumplings have become
incredibly tasty!"
1033,Vess,Dumpling Pro,Field Skill,10,5,5,Truth,800,"Make dumplings in Torigoth, Gormott.
(Previous instances count toward total.)",100,"Hee hee!
I think my dumplings might be
the tastiest in all of Alrest!"
1034,Adenine,,Key,1,1,1,,,,,
1034,Adenine,,Key,1,2,2,Truth,200,Increase Trust.,100,"Just the thought of my knowledge base
expanding excites me to no end!"
1034,Adenine,,Key,1,3,3,Truth,300,Increase Trust.,1300,"I hope you'll take me to all sorts
of places. I want to learn about
the whole world!"
1034,Adenine,,Key,1,4,4,Truth,500,Increase Trust.,3800,"We've gathered a lot of knowledge,
that's for sure. But it's still not enough
to satisfy my intellectual curiosity!"
1034,Adenine,,Key,1,5,5,Bravery,500,"Obtain Tome of Morytha #1 and
complete the appropriate Merc Mission 
to decipher it.",,"Oh my...this is an incredible discovery!
Listen, everyone - you won't believe
what these tomes were hiding."
1034,Adenine,Harness the Wind,Special,2,1,1,,,,,
1034,Adenine,Harness the Wind,Special,2,2,2,Bravery,200,Finish an enemy.,10,"I'm thinking about doing some research
into monsters. Will you help me out?"
1034,Adenine,Harness the Wind,Special,2,3,3,Bravery,300,"At Argentum Bazaar, view the
Heart-to-Heart ""Walking Encyclopedia"".",,"I must remember to bring some
money next time I go there..."
1034,Adenine,Harness the Wind,Special,2,4,4,Bravery,500,"Defeat mechanical enemies such as
Dajan Sovereigns in the Land of
Morytha. (Excludes unique monsters.)",5,"This one was quite an interesting
specimen, but next time I'd like to
study something a little tougher."
1034,Adenine,Harness the Wind,Special,2,5,5,Bravery,800,"Defeat Mk. VI Familion
at the World Tree.",1,"So this is how it works... I wonder
if they all have similar structures?
This merits further research..."
1034,Adenine,Slipstream,Special,3,1,1,,,,,
1034,Adenine,Slipstream,Special,3,2,2,Truth,200,Defeat a Mordow Blant in Uraya.,4,"It has a slimy texture? I suspected
as much... I'll have to check to see
if the others feel the same."
1034,Adenine,Slipstream,Special,3,3,3,Truth,300,Defeat a Darml Lysaat in Mor Ardain.,5,"This one's texture is quite different...
Very intriguing."
1034,Adenine,Slipstream,Special,3,4,4,Truth,500,"Defeat an Eanl Blant at
Spirit Crucible Elpys.",4,"This one feels the same as the first.
Is their biology identical despite the
difference in habitat?"
1034,Adenine,Slipstream,Special,3,5,5,Truth,800,"Defeat Climactic Honnold
in Leftheria.",1,"Climactic Honnold...what a very
intriguing specimen. Is it unique
among its kind, I wonder?"
1034,Adenine,Mortal Storm,Special,4,1,1,,,,,
1034,Adenine,Mortal Storm,Special,4,2,2,Justice,200,Use Mortal Storm.,5,"I think I've grasped the theory.
Let me try it out in our next battle."
1034,Adenine,Mortal Storm,Special,4,3,3,Justice,300,Use Mortal Storm.,6,"I'm sure there must be a more
efficient way of doing this...
Can you think of anything?"
1034,Adenine,Mortal Storm,Special,4,4,4,Justice,500,Use Mortal Storm.,7,"Just a little more and I think I'll have
it perfected. I hope you'll help."
1034,Adenine,Mortal Storm,Special,4,5,5,Justice,800,Use Mortal Storm.,8,"Yes, I think that should do it.
Thank you for all your assistance."
1034,Adenine,Element Wisdom,Battle Skill,5,1,1,Truth,100,Perform a Blade Combo.,2,"Extraordinary! I'm more powerful
than before! I can't wait to experiment
with it..."
1034,Adenine,Element Wisdom,Battle Skill,5,2,2,Truth,200,Perform a Blade Combo.,5,Let me demonstrate the power of wind.
1034,Adenine,Element Wisdom,Battle Skill,5,3,3,Truth,300,Perform a Blade Combo.,7,"With my intellect, would you
expect any less?"
1034,Adenine,Element Wisdom,Battle Skill,5,4,4,Truth,500,Perform a Blade Combo.,10,"Do you think I could become stronger
with a little more research?"
1034,Adenine,Element Wisdom,Battle Skill,5,5,5,Truth,800,Perform a Blade Combo finisher.,3,"This is the culmination of
everything I have learned."
1034,Adenine,Battle Wisdom,Battle Skill,6,1,1,,,,,
1034,Adenine,Battle Wisdom,Battle Skill,6,2,2,Truth,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,"Let me handle the support.
It's the perfect opportunity to put some
of the theories I've learned into action."
1034,Adenine,Battle Wisdom,Battle Skill,6,3,3,Truth,300,"Perform a Driver Combo.
(It's enough to just be present.)",7,"I think I'll perform a little observational
study of your fighting style. You just
battle normally, like I'm not even there."
1034,Adenine,Battle Wisdom,Battle Skill,6,4,4,Truth,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,"How's this? Think it'll come
in useful in battle?"
1034,Adenine,Battle Wisdom,Battle Skill,6,5,5,Truth,800,"Perform a Driver Combo finisher.
(It's enough to just be present.)",3,"You've gotten better at hitting enemy
weak points lately. Where did you
learn all those elemental affinities?"
1034,Adenine,Treasure Wisdom,Battle Skill,7,1,1,,,,,
1034,Adenine,Treasure Wisdom,Battle Skill,7,2,2,Truth,200,Engage in combat.,10,"Battle is a helpful environment for
learning more about wild monsters."
1034,Adenine,Treasure Wisdom,Battle Skill,7,3,3,Truth,300,Engage in combat.,11,"Is this helping you to build your
repository of knowledge?"
1034,Adenine,Treasure Wisdom,Battle Skill,7,4,4,Truth,500,Engage in combat.,12,"Right, that's enough battling for now.
I'd like to switch to a different method
of expanding my knowledge next."
1034,Adenine,Treasure Wisdom,Battle Skill,7,5,5,Truth,800,Use literature.,2,"You should never underestimate the
value of books as a source of insight
into any given field of study."
1034,Adenine,Wind Mastery,Field Skill,8,1,1,,,,,
1034,Adenine,Wind Mastery,Field Skill,8,2,,,,,,
1034,Adenine,Wind Mastery,Field Skill,8,3,2,Truth,300,Defeat a Ruchik Kapiba in Leftheria.,5,"Will studying a Ruchik Kapiba
enable me to become stronger
as well, do you think?"
1034,Adenine,Wind Mastery,Field Skill,8,4,,,,,,
1034,Adenine,Wind Mastery,Field Skill,8,5,3,Truth,800,"Defeat an Indoline Star
at the World Tree.",4,Behold the fruits of my research.
1034,Adenine,Keen Eye,Field Skill,9,1,1,,,,,
1034,Adenine,Keen Eye,Field Skill,9,2,,,,,,
1034,Adenine,Keen Eye,Field Skill,9,3,2,Truth,300,"Gather literature. (Currently held 
items count toward required total.)",20,Can't neglect my book studies.
1034,Adenine,Keen Eye,Field Skill,9,4,,,,,,
1034,Adenine,Keen Eye,Field Skill,9,5,3,Truth,800,"Gather literature. (Currently held 
items count toward required total.)",30,"They say a picture is worth a thousand
words... Sometimes I need to see the
things I'm reading about first-hand."
1034,Adenine,Extra-Ancient Wisdom,Field Skill,10,1,1,,,,,
1034,Adenine,Extra-Ancient Wisdom,Field Skill,10,2,2,Bravery,200,"Obtain Tome of Morytha #2 and
complete the appropriate Merc Mission 
to decipher it.",,"Hmmmm... Just the one tome isn't
telling me much. I think we're going
to need the other volumes."
1034,Adenine,Extra-Ancient Wisdom,Field Skill,10,3,3,Bravery,200,"Obtain Tome of Morytha #4 and
complete the appropriate Merc Mission 
to decipher it.",,"That's half of the tomes deciphered.
But there are still so many mysteries
I'll never solve without the other two."
1034,Adenine,Extra-Ancient Wisdom,Field Skill,10,4,4,Bravery,300,"Obtain Tome of Morytha #3 and
complete the appropriate Merc Mission 
to decipher it.",,"Hmm... These tomes seem to hold some
very interesting information. If only I
had the final piece of the puzzle..."
1034,Adenine,Extra-Ancient Wisdom,Field Skill,10,5,5,Truth,800,"Go to Goldmouth Warehouse in
Argentum and complete the quest
""Limits of Awareness"".",,"How could you take me away
from that place?! I wanted to
settle down and live there!"
1035,Electra,,Key,1,1,1,,,,,
1035,Electra,,Key,1,2,2,Truth,200,Increase Trust.,100,"Shall we take my zappage
out for a spin?"
1035,Electra,,Key,1,3,3,Truth,300,Increase Trust.,1300,"I'll grow in no time!
Just wait and see."
1035,Electra,,Key,1,4,4,Truth,500,Increase Trust.,3800,"Oops, did I grow again?
It's thanks to you all!"
1035,Electra,,Key,1,5,5,Truth,800,Increase Trust.,9800,"Thank you for always believing in me!
I'm feeling a lot more confident now."
1035,Electra,Bang-Bang Bound,Special,2,1,1,,,,,
1035,Electra,Bang-Bang Bound,Special,2,2,2,Compassion,200,Use Bang-Bang Bound.,10,"Get ready for a zapping!
I'll show you in our next fight!"
1035,Electra,Bang-Bang Bound,Special,2,3,3,Compassion,300,Use Bang-Bang Bound.,11,Woohoo! My current runs stronger!
1035,Electra,Bang-Bang Bound,Special,2,4,4,Compassion,500,Use Bang-Bang Bound.,12,I'm ready to go all-in!
1035,Electra,Bang-Bang Bound,Special,2,5,5,Compassion,800,"Go to Torigoth Market in Gormott
and complete the quest
""Go for it, Electra!'",,"...It's a whole new me! But you can
rely on me just like I was the old me!"
1035,Electra,Shocking Assault,Special,3,1,1,,,,,
1035,Electra,Shocking Assault,Special,3,2,2,Bravery,200,Finish an enemy.,10,"Ready to go anytime!
...Just so long as it's soon!"
1035,Electra,Shocking Assault,Special,3,3,3,Bravery,300,"Defeat a Moskel Rhogul in
Temperantia.",5,"My voltage's increased!
I wanna show you now!
Not yet? How about now?"
1035,Electra,Shocking Assault,Special,3,4,4,Bravery,500,"Defeat mechanical enemies such as
Dajan Sovereigns in the Land of
Morytha. (Excludes unique monsters.)",5,I'm awesome! Aren't you impressed?
1035,Electra,Shocking Assault,Special,3,5,5,Bravery,800,"Go to Torigoth Market in Gormott
and complete the quest
""Go for it, Electra!'",,"...My power's more than ready
to be used for good!"
1035,Electra,Rolling Thunder,Special,4,1,1,Truth,100,Finish an enemy.,5,"My power's gotten stronger!
I'll put it to good use."
1035,Electra,Rolling Thunder,Special,4,2,2,Truth,200,"Use Electra's favorite pouch items.
(Instruments category)",1,"That's a nice sound.
Man, music is amazing!"
1035,Electra,Rolling Thunder,Special,4,3,3,Truth,300,Finish an enemy.,20,I can do anything if I put my mind to it.
1035,Electra,Rolling Thunder,Special,4,4,4,Truth,500,Finish an enemy.,30,"My power levels are shocking!
Get it? Shocking?"
1035,Electra,Rolling Thunder,Special,4,5,5,Truth,800,"Go to Torigoth Market in Gormott
and complete the quest
""Go for it, Electra!'",,"Rumblerumble... Kablam!
That's how it'll go."
1035,Electra,Sparky Girl,Battle Skill,5,1,1,,,,,
1035,Electra,Sparky Girl,Battle Skill,5,2,2,Compassion,200,Evade an attack.,5,"Don't get too close,
unless you want a solid jolt!"
1035,Electra,Sparky Girl,Battle Skill,5,3,3,Compassion,300,Evade an attack.,7,"So you're cruising for a zapping, eh?"
1035,Electra,Sparky Girl,Battle Skill,5,4,4,Compassion,500,Evade an attack.,9,"Get ready for a shock!
A-ah... No, I'm good, I'm good..."
1035,Electra,Sparky Girl,Battle Skill,5,5,5,Compassion,800,"In the Wall Power Control Room, Land
of Morytha, view the Heart-to-Heart
""Self-Confidence"".",,Mhh... I'll try harder!
1035,Electra,Zappy Girl,Battle Skill,6,1,1,Compassion,100,"Deal a certain amount
of total damage.",200,"Oops, I got clocked? Aw, guess I've
still got a ways to go... *sigh*"
1035,Electra,Zappy Girl,Battle Skill,6,2,2,Compassion,200,"Deal a certain amount
of total damage.",8000,"Whaddya think?
I've got more presence now, huh?"
1035,Electra,Zappy Girl,Battle Skill,6,3,3,Compassion,300,"Deal a certain amount
of total damage.",16000,"I'll draw the enemies' attention!
Um... It's kind of a scary thought."
1035,Electra,Zappy Girl,Battle Skill,6,4,4,Compassion,500,"Deal a certain amount
of total damage.",32000,"It feels like everyone here's
just staring at us..."
1035,Electra,Zappy Girl,Battle Skill,6,5,5,Compassion,800,"Deal a certain amount
of total damage.",48000,"It looks like we're the center of
attention... Oh no, I'm blushing..."
1035,Electra,Clangy Girl,Battle Skill,7,1,1,,,,,
1035,Electra,Clangy Girl,Battle Skill,7,2,2,Truth,200,Block an attack.,5,"I'll keep 'em safe, don't you worry."
1035,Electra,Clangy Girl,Battle Skill,7,3,3,Truth,300,Block an attack.,7,"I swear, you'd all be lost without me!
Aww... You're hopeless! Tee hee."
1035,Electra,Clangy Girl,Battle Skill,7,4,4,Truth,500,Block an attack.,9,"I got stronger!
I feel like I can take on the world!"
1035,Electra,Clangy Girl,Battle Skill,7,5,5,Truth,800,Block an attack.,10,"I've gotten better again!
Now you can task me with everything."
1035,Electra,Electric Mastery,Field Skill,8,1,1,,,,,
1035,Electra,Electric Mastery,Field Skill,8,2,2,Compassion,200,Defeat a Tomlok Anlood in Uraya.,4,"I will administer a zapping.
Please open wide."
1035,Electra,Electric Mastery,Field Skill,8,3,3,Compassion,300,"Use Electra's favorite pouch items.
(Instruments category)",2,"I like musical instruments!
Especially the bashing type."
1035,Electra,Electric Mastery,Field Skill,8,4,4,Compassion,500,"Defeat a Trilut Grebel
at the Cliffs of Morytha.",5,"Look, look!
I learned to use this better!"
1035,Electra,Electric Mastery,Field Skill,8,5,5,Compassion,800,"Use Electra's favorite pouch item
from the Instruments category.",2,"It goes DON-DAKA-DAKA-DON!
I think I'm in love."
1035,Electra,Focus,Field Skill,9,1,,,,,,
1035,Electra,Focus,Field Skill,9,2,,,,,,
1035,Electra,Focus,Field Skill,9,3,1,Compassion,300,"Use Electra's favorite pouch items.
(Meat category)",1,"Mmman, this is tasty!
I'm in heaven."
1035,Electra,Focus,Field Skill,9,4,2,Compassion,500,"Use Electra's favorite pouch items.
(Meat category)",4,"Ahh, how can life even feel this great...?"
1035,Electra,Focus,Field Skill,9,5,3,Compassion,800,"Use Electra's favorite pouch item
from the Drinks category.",4,"Honey au Lait is my absolute,
definite, hands-down favorite."
1035,Electra,Mastery of Thunder,Field Skill,10,1,1,,,,,
1035,Electra,Mastery of Thunder,Field Skill,10,2,2,Bravery,200,"Speak to townsfolk in each region and
take the Lord of Thunder training.",,"Uhh...
Did I lose control again...?"
1035,Electra,Mastery of Thunder,Field Skill,10,3,3,Bravery,300,"Speak to townsfolk in each region and
take the Lord of Thunder training.",,"Mmm...
I'll give it a try..."
1035,Electra,Mastery of Thunder,Field Skill,10,4,4,Bravery,500,"Speak to townsfolk in each region and
take the Lord of Thunder training.",,"With a bit more practice, I think I'll
be able to control it."
1035,Electra,Mastery of Thunder,Field Skill,10,5,5,Bravery,800,"Speak to townsfolk in each region and
take the Lord of Thunder training.",,"Yay! Thanks to everyone,
I think I've got it down pat!
Now, I've got a request..."
1036,Zenobia,,Key,1,1,1,,,,,
1036,Zenobia,,Key,1,2,2,Bravery,200,"Complete the Merc Mission
""Zenobia's Enemy 1"".",,"Well, that's Argentum all well and
searched. Let's look somewhere
different for a challenger next!"
1036,Zenobia,,Key,1,3,3,Bravery,300,"Complete the Merc Mission
""Zenobia's Enemy 2"".",,"Well, that's Gormott all well and
searched. Let's look somewhere
different for a challenger next!"
1036,Zenobia,,Key,1,4,4,Bravery,500,"Complete the Merc Mission
""Zenobia's Enemy 3"".",,"Well, that's Uraya all well and
searched. Let's look somewhere
different for a challenger next!"
1036,Zenobia,,Key,1,5,5,Bravery,800,"Complete the Merc Mission
""Zenobia's Enemy 4"".",,"Well, that's Mor Ardain all well and
searched. Let's look somewhere
different for a challenger next!"
1036,Zenobia,Diabolic Zephyr,Special,2,1,1,,,,,
1036,Zenobia,Diabolic Zephyr,Special,2,2,2,Bravery,200,"Defeat Cunning Saggie
in Uraya.",1,"That was a bit underwhelming.
Let's go see if we can find some
stronger enemies!"
1036,Zenobia,Diabolic Zephyr,Special,2,3,3,Bravery,300,"Defeat Confiscator Jimmy
in Leftheria.",1,Let me fight someone REALLY strong!
1036,Zenobia,Diabolic Zephyr,Special,2,4,4,Bravery,500,"Defeat Machine-Gun Julio
at the Cliffs of Morytha.",1,"The enemies around here are
actually kind of tough. I might be
able to have a bit of fun here."
1036,Zenobia,Diabolic Zephyr,Special,2,5,5,Bravery,800,"Defeat Crimson Derrick
at the Cliffs of Morytha.",1,"That guy was pretty tough.
But he's still not the kind of real
challenge I crave."
1036,Zenobia,Adamantine Axe,Special,3,1,1,,,,,
1036,Zenobia,Adamantine Axe,Special,3,2,2,Bravery,200,"Defeat Martial Kamron
in Uraya.",1,"C'mon, let's go find the next
strong enemy! I know we can
do better than that last one!"
1036,Zenobia,Adamantine Axe,Special,3,3,3,Bravery,300,"Defeat Skyfist Remington
in Leftheria.",1,"That was a pretty fun battle.
But not exactly what I was looking for."
1036,Zenobia,Adamantine Axe,Special,3,4,4,Bravery,500,"Defeat Evileye Mambor
at the Cliffs of Morytha.",1,"I am just ITCHING for a good fight.
C'mon, let's go find someone strong!"
1036,Zenobia,Adamantine Axe,Special,3,5,5,Bravery,800,"Defeat Vagrant Baldr
in Mor Ardain.",1,"Nope, not this one either.
Let's keep searching for a
real challenger!"
1036,Zenobia,Ascension Blade,Special,4,1,1,,,,,
1036,Zenobia,Ascension Blade,Special,4,2,2,Bravery,200,"Defeat Demon-Shell Jacob
in Mor Ardain.",1,"Pretty strong. But not strong enough.
Next challenge, please!"
1036,Zenobia,Ascension Blade,Special,4,3,3,Bravery,300,"Defeat Azure Reginald
in Uraya.",1,"I hope our next battle is more
fun than this one."
1036,Zenobia,Ascension Blade,Special,4,4,4,Bravery,500,"Defeat Soul-Eater Stanley
in the Land of Morytha.",1,"There's some pretty weird enemies
around here, huh? Not really the kind
of foes I'm looking for, mind."
1036,Zenobia,Ascension Blade,Special,4,5,5,Bravery,800,"Defeat Parasite Aplacus
in the Land of Morytha.",1,"Another dud. We really need to find
stronger enemies than this!"
1036,Zenobia,Carnage,Battle Skill,5,1,1,,,,,
1036,Zenobia,Carnage,Battle Skill,5,2,2,Bravery,200,"Defeat Acute Melvyn
in Gormott.",1,"C'mon, let's go find the next one!
No dawdling when there's strong
enemies out there to challenge!"
1036,Zenobia,Carnage,Battle Skill,5,3,3,Bravery,300,"Defeat Jadeite Polly
in Leftheria.",1,"Well, she was stronger than the last guy.
But I'm still not exactly impressed."
1036,Zenobia,Carnage,Battle Skill,5,4,4,Bravery,500,"Defeat Malicious Dimitri
in the Land of Morytha.",1,"Still not quite doing it for me...
Where's the next challenger?!"
1036,Zenobia,Carnage,Battle Skill,5,5,5,Bravery,800,"Defeat Praetorian Argus
at the World Tree.",1,"*sigh* When are we going to find the
kind of challenge I'm really looking for?"
1036,Zenobia,The Indomitable,Battle Skill,6,1,1,Bravery,100,"Use Zenobia's favorite pouch items.
(Meat category)",2,"New power? Awesome! Let's go
try it out on some serious tough guys!"
1036,Zenobia,The Indomitable,Battle Skill,6,2,2,Bravery,200,"Defeat Supercharged Alfonso
in Gormott.",1,"Hey, are there other strong enemies
to fight round these parts?
Lemme have a little look around."
1036,Zenobia,The Indomitable,Battle Skill,6,3,3,Bravery,300,"Defeat Decapitator Marvin
in Mor Ardain.",1,"I still haven't found a single opponent
worthy of unleashing my full power."
